[5.843008096455251e-33, 1.2823841420594304e-17, 2.2864635324615172e-17, 5.311386747086644e-12, 0.0, 2.744007094205404e-21, 9.387622437558452e-36, 1.0, 2.121127905446419e-25, 2.0575127329387747e-35, 27676, 9615, 60000, 1, 0.9897, 0.0565]
[2.0693013228146557e-30, 3.551364509171119e-19, 1.0, 1.3311416753641017e-31, 0.0, 9.8651927566302e-38, 5.091524558522644e-18, 0.0, 8.329647779846773e-27, 0.0, 27676, 9615, 60000, 1, 0.9897, 0.0565]
[8.05860859445086e-18, 1.0, 2.4211772405796173e-16, 3.016352426621523e-14, 3.65990210360323e-10, 1.0602931954262554e-20, 5.188258676847024e-12, 2.9055248928505014e-19, 2.4705365249226563e-13, 2.285662292232974e-16, 27676, 9615, 60000, 1, 0.9897, 0.0565]
[1.0, 8.298689611548715e-28, 8.61154471274229e-21, 1.3613754794048216e-28, 1.8346205565425091e-16, 1.813090837998728e-35, 1.0888769837173479e-17, 4.52629196727627e-30, 1.9809714342151577e-35, 5.542972072694898e-25, 27676, 9615, 60000, 1, 0.9897, 0.0565]
[9.956837000453877e-23, 1.5099100285010666e-19, 2.3833678073965534e-16, 1.2171268250618108e-34, 1.0, 5.171684374726597e-33, 3.4744312030515606e-21, 5.076324568827778e-16, 0.0, 1.3909190040104787e-28, 27676, 9615, 60000, 1, 0.9897, 0.0565]
[4.9438269106579316e-17, 1.0, 2.03251055798508e-20, 5.724057545735837e-16, 3.053763464322401e-08, 5.070759649735269e-20, 1.762651203413394e-21, 9.142088856606279e-06, 3.6090027768542526e-16, 6.020146946054961e-13, 27676, 9615, 60000, 1, 0.9897, 0.0565]
[1.545981930786404e-34, 3.4249626873879497e-15, 1.1396600291435953e-22, 1.0533373310907575e-23, 1.0, 9.593353371828574e-22, 1.55741911919148e-25, 3.041842697323015e-14, 2.0393982336219807e-10, 3.2740384748142137e-29, 27676, 9615, 60000, 1, 0.9897, 0.0565]
[2.9173202048538016e-11, 2.9833728428946483e-25, 0.11887075006961823, 4.215660851403267e-19, 2.9640623722820836e-12, 9.515158675051596e-18, 2.9921523565052885e-15, 2.8489557555921044e-20, 5.969605920697063e-10, 1.0, 27676, 9615, 60000, 1, 0.9897, 0.0565]
[8.865586147722892e-18, 1.2680886050738475e-30, 2.791100369360804e-30, 0.0, 2.629744248454436e-26, 0.9999998807907104, 0.0005251028924249113, 4.8999912134365776e-30, 7.306387089007387e-18, 4.5882600156295624e-18, 27676, 9615, 60000, 1, 0.9897, 0.0565]
[3.5371350488346e-15, 0.0, 4.145726946373826e-28, 1.4676043469036733e-25, 4.307302297224414e-15, 2.7434592480266896e-16, 1.202684057993198e-21, 7.82665165316443e-12, 1.402315253493313e-20, 1.0, 27676, 9615, 60000, 1, 0.9897, 0.0565]
[1.0, 0.0, 1.4980475492679935e-24, 0.0, 0.0, 0.0, 1.6198464724093904e-28, 0.0, 0.0, 5.8704889503255685e-33, 27676, 9615, 60000, 1, 0.9897, 0.0565]
[2.3908337079948855e-17, 3.437960992765195e-30, 4.8708797194497617e-23, 0.0, 6.529908208015564e-29, 1.0165241934709764e-20, 1.0, 1.7848219429735727e-38, 1.275924241978473e-16, 0.0, 27676, 9615, 60000, 1, 0.9897, 0.0565]
[4.4941917483505567e-13, 0.0, 2.224364560976293e-18, 3.381772648676116e-28, 1.2916730185441594e-10, 1.8471380318394152e-27, 1.8644055436904206e-18, 1.6425315629647018e-15, 5.123126493870434e-25, 1.0, 27676, 9615, 60000, 1, 0.9897, 0.0565]
[1.0, 0.0, 8.198379738989463e-35, 0.0, 1.6762903511611398e-36, 1.2321640265999054e-35, 6.713200749850038e-22, 7.782527375427592e-35, 0.0, 1.3981524470544784e-30, 27676, 9615, 60000, 1, 0.9897, 0.0565]
[6.210797358974558e-24, 1.0, 1.252622765069582e-21, 2.0096597258750452e-19, 2.3591389787229818e-20, 3.600399339674736e-21, 4.2912214739145133e-19, 2.256190703877765e-24, 3.3731790147553675e-13, 1.3038582080128556e-22, 27676, 9615, 60000, 1, 0.9897, 0.0565]
[4.093516136625556e-31, 1.8598812092429258e-25, 4.4603751450670793e-35, 3.380001712797347e-23, 0.0, 1.0, 1.83064601522075e-20, 0.0, 4.834953236299367e-28, 2.623605354806487e-31, 27676, 9615, 60000, 1, 0.9897, 0.0565]
[2.2226800986486963e-15, 1.1362476977534175e-30, 3.988306267275338e-13, 1.5978151338483129e-27, 1.2856753964403389e-14, 1.9121506378588743e-28, 1.1655962610943241e-22, 2.6125451628444818e-12, 2.8635335488494335e-28, 1.0, 27676, 9615, 60000, 1, 0.9897, 0.0565]
[6.659774264843209e-34, 9.888455023287303e-20, 3.0063022404125186e-17, 2.724236215791835e-18, 0.0, 8.283416987089724e-27, 6.509360391668199e-38, 1.0, 0.0, 1.7521442233049037e-38, 27676, 9615, 60000, 1, 0.9897, 0.0565]
[1.1561282928389586e-15, 3.4612870220059317e-18, 2.347723039702092e-17, 1.0, 8.005442895984448e-27, 0.018794642761349678, 6.31536474457445e-18, 6.321806737931301e-31, 0.996847927570343, 5.041700575096431e-17, 27676, 9615, 60000, 1, 0.9897, 0.0565]
